UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,low_temp_diff_flag,high_torque_flag,high_tool_wear_flag,ml_risk_score,ml_predicted_failure,ml_risk_tier
8503,H37916,H,298.6,309.8,1279,55.9,152,0,0,0,0,0,0,11.199999999999989,0,1,0,0.05091630054086581,0,Low
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,11.300000000000011,0,0,0,0.014148325260926162,0,Low
8505,L55684,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,11.300000000000011,0,0,0,0.006591439075580196,0,Low
8506,L55685,L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,11.300000000000011,0,0,0,0.004199385672107004,0,Low
8507,L55686,L,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,11.200000000000044,0,0,1,0.017297759075394863,0,Low
8508,L55687,L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,11.300000000000011,0,0,1,0.007811316755035823,0,Low
8509,M23368,M,298.4,309.7,1679,33.3,167,0,0,0,0,0,0,11.300000000000011,0,0,1,0.012947938635186855,0,Low
8510,M23369,M,298.4,309.7,1870,22.5,170,0,0,0,0,0,0,11.300000000000011,0,0,1,0.03153087229351163,0,Low
8511,L55690,L,298.3,309.7,1484,44.3,173,0,0,0,0,0,0,11.399999999999975,0,0,1,0.006125252030584633,0,Low
8512,L55691,L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,11.300000000000011,0,0,1,0.007048968199583821,0,Low
8513,H37926,H,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,11.300000000000011,0,0,1,0.010606075459913844,0,Low
8514,M23373,M,298.2,309.5,1478,36.5,182,0,0,0,0,0,0,11.300000000000011,0,0,1,0.016212714143231045,0,Low
8515,L55694,L,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,11.199999999999989,0,1,1,0.023051750137398463,0,Low
8516,L55695,L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,11.199999999999989,0,0,1,0.011976594003885772,0,Low
8517,L55696,L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,11.300000000000011,0,0,1,0.007572383171695884,0,Low
8518,M23377,M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,11.300000000000011,0,1,1,0.06672630644805283,0,Low
8519,M23378,M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,11.300000000000011,0,0,1,0.0434976388689568,0,Low
8520,L55699,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,11.300000000000011,0,0,1,0.018054685692370828,0,Low
8521,M23380,M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,11.199999999999989,0,1,1,0.029952296154484557,0,Low
8522,L55701,L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,11.100000000000025,0,1,1,0.37276127112414503,0,Medium
8523,H37936,H,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,11.099999999999966,0,0,0,0.004688940148381791,0,Low
8524,H37937,H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,11.0,0,0,0,0.0016292265317323562,0,Low
8525,L55704,L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,11.099999999999966,0,0,0,0.026337351274674983,0,Low
8526,L55705,L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,11.099999999999966,0,1,0,0.0347886504922522,0,Low
8527,L55706,L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,11.0,0,1,0,0.0419554058416569,0,Low
8528,L55707,L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0011709941140732767,0,Low
8529,L55708,L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0011709941140732767,0,Low
8530,M23389,M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,10.899999999999975,0,1,0,0.03303390274206652,0,Low
8531,M23390,M,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,10.800000000000011,0,0,0,0.0009055793347950988,0,Low
8532,L55711,L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,10.699999999999989,0,0,0,0.012001421183292792,0,Low
8533,L55712,L,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,10.799999999999956,0,1,0,0.05847092016404938,0,Low
8534,M23393,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,10.799999999999956,0,0,0,0.001162750452500341,0,Low
8535,M23394,M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,10.899999999999975,0,0,0,0.009599778295793561,0,Low
8536,L55715,L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,10.899999999999975,0,0,0,0.003728582189954036,0,Low
8537,M23396,M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,10.899999999999975,0,0,0,0.03214903170173466,0,Low
8538,L55717,L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0017588505566537341,0,Low
8539,L55718,L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0004513965637670651,0,Low
8540,L55719,L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0004513965637670651,0,Low
8541,L55720,L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0017588505566537341,0,Low
8542,L55721,L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,11.0,0,0,0,0.001463501523278595,0,Low
8543,H37956,H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,11.0,0,0,0,0.0018268141489696222,0,Low
8544,M23403,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,10.899999999999975,0,1,0,0.015176493958312139,0,Low
8545,H37958,H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0029901230706467358,0,Low
8546,L55725,L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0019433637178261616,0,Low
8547,L55726,L,298.4,309.3,1716,28.4,66,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0019433637178261616,0,Low
8548,M23407,M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0,11.0,0,0,0,0.0027375295177904553,0,Low
8549,L55728,L,298.5,309.4,1578,36.3,71,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0005066642667031618,0,Low
8550,L55729,L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,11.0,0,0,0,0.0011118827320420533,0,Low
8551,L55730,L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0033767485129906935,0,Low
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,10.900000000000034,0,1,0,0.010778230899854831,0,Low
8553,L55732,L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0,10.900000000000034,0,0,0,0.001165701256448813,0,Low
8554,M23413,M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0008845671908602465,0,Low
8555,L55734,L,298.1,309.0,1592,33.9,85,0,0,0,0,0,0,10.899999999999975,0,0,0,0.00031885440960196604,0,Low
8556,L55735,L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0,10.800000000000011,0,0,0,0.00031885440960196604,0,Low
8557,L55736,L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0,10.800000000000011,0,0,0,0.00031885440960196604,0,Low
8558,L55737,L,298.3,309.0,1471,48.3,91,0,0,0,0,0,0,10.699999999999989,0,1,0,0.009331358746714107,0,Low
8559,M23418,M,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,10.699999999999989,0,0,0,0.0011000844322395567,0,Low
8560,L55739,L,298.3,309.0,1519,40.0,96,0,0,0,0,0,0,10.699999999999989,0,0,0,0.00031885440960196604,0,Low
8561,L55740,L,298.3,309.0,1408,45.4,98,0,0,0,0,0,0,10.699999999999989,0,0,0,0.004476534119114295,0,Low
8562,L55741,L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0,10.699999999999989,0,0,0,0.00047629663460332624,0,Low
8563,L55742,L,298.1,308.9,1351,52.4,102,0,0,0,0,0,0,10.799999999999956,0,1,0,0.012172341428510598,0,Low
8564,L55743,L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,10.899999999999975,0,0,0,0.00031885440960196604,0,Low
8565,M23424,M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,10.699999999999989,0,0,0,0.00221790052419358,0,Low
8566,L55745,L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0,10.800000000000011,0,0,0,0.00031885440960196604,0,Low
8567,M23426,M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0,10.800000000000011,0,0,0,0.0017839186205543315,0,Low
8568,L55747,L,298.0,308.7,1511,45.8,114,0,0,0,0,0,0,10.699999999999989,0,0,0,0.0009481723805841916,0,Low
8569,L55748,L,297.9,308.6,1691,29.6,116,0,0,0,0,0,0,10.700000000000044,0,0,0,0.001823278099458332,0,Low
8570,L55749,L,297.9,308.6,1757,27.5,118,0,0,0,0,0,0,10.700000000000044,0,0,0,0.0015949902775409563,0,Low
8571,H37984,H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0,10.800000000000011,0,0,0,0.0008310382947369345,0,Low
8572,L55751,L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,10.700000000000044,0,0,0,0.16867104261650998,0,Low
8573,M23432,M,297.7,308.5,1559,35.2,127,0,0,0,0,0,0,10.800000000000011,0,0,0,0.0008845671908602465,0,Low
8574,L55753,L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0,10.799999999999956,0,0,0,0.00031885440960196604,0,Low
8575,L55754,L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,10.699999999999989,0,1,0,0.03617313410964536,0,Low
8576,M23435,M,297.6,308.3,1648,29.1,134,0,0,0,0,0,0,10.699999999999989,0,0,0,0.014333872725840783,0,Low
8577,L55756,L,297.6,308.3,1523,39.5,137,0,0,0,0,0,0,10.699999999999989,0,0,0,0.00031885440960196604,0,Low
8578,L55757,L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0,10.699999999999989,0,0,0,0.00031885440960196604,0,Low
8579,L55758,L,297.5,308.2,1489,40.7,141,0,0,0,0,0,0,10.699999999999989,0,0,0,0.00031885440960196604,0,Low
8580,M23439,M,297.4,308.1,1620,31.2,143,0,0,0,0,0,0,10.700000000000044,0,0,0,0.0006056884031115887,0,Low
8581,L55760,L,297.5,308.1,1631,30.6,146,0,0,0,0,0,0,10.600000000000025,0,0,0,0.0014263568045974927,0,Low
8582,M23441,M,297.5,308.0,1429,45.8,148,0,0,0,0,0,0,10.5,0,0,0,0.0024259851926704532,0,Low
8583,M23442,M,297.5,308.1,1334,72.0,151,1,0,0,1,0,0,10.600000000000025,0,1,0,0.7419873017808909,1,High
8584,L55763,L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,10.600000000000025,0,0,0,0.0032692664941434365,0,Low
8585,L55764,L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0,10.5,0,1,0,0.019369370698237565,0,Low
8586,M23445,M,297.4,307.9,1338,48.5,158,0,0,0,0,0,0,10.5,0,1,0,0.0024919120768841754,0,Low
8587,H38000,H,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,10.599999999999966,0,0,0,0.00049689180405218,0,Low
8588,M23447,M,297.4,307.9,1627,34.3,166,0,0,0,0,0,0,10.5,0,0,1,0.016663632821714416,0,Low
8589,L55768,L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0,10.5,0,0,1,0.027383592944369126,0,Low
8590,M23449,M,297.3,307.8,1538,48.0,171,0,0,0,0,0,0,10.5,0,1,1,0.0371114268146542,0,Low
8591,L55770,L,297.4,307.9,1557,35.5,174,0,0,0,0,0,0,10.5,0,0,1,0.012628453364011324,0,Low
8592,L55771,L,297.4,307.9,1606,33.4,176,0,0,0,0,0,0,10.5,0,0,1,0.014295120030677993,0,Low
8593,M23452,M,297.5,308.0,1430,44.5,178,0,0,0,0,0,0,10.5,0,0,1,0.011919898410284336,0,Low
8594,M23453,M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0,10.600000000000025,0,0,1,0.018814028235184587,0,Low
8595,L55774,L,297.4,308.0,1356,51.9,184,0,0,0,0,0,0,10.600000000000025,0,1,1,0.10903046829083497,0,Low
8596,M23455,M,297.5,308.2,1624,30.9,186,0,0,0,0,0,0,10.699999999999989,0,0,1,0.013078174953697076,0,Low
8597,L55776,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0,10.699999999999989,0,1,1,0.49997141324248473,0,Medium
8598,L55777,L,297.6,308.3,1410,47.0,191,0,0,0,0,0,0,10.699999999999989,0,1,1,0.052721848470906926,0,Low
8599,L55778,L,297.6,308.3,1478,42.3,193,0,0,0,0,0,0,10.699999999999989,0,0,1,0.00959887559759891,0,Low
8600,L55779,L,297.6,308.4,1460,40.3,195,0,0,0,0,0,0,10.799999999999956,0,0,1,0.021633306639812448,0,Low
8601,L55780,L,297.5,308.3,1435,40.3,197,0,0,0,0,0,0,10.800000000000011,0,0,1,0.03034086070369988,0,Low
8602,H38015,H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,10.800000000000011,0,1,1,0.07312031514973502,0,Low
8603,L55782,L,297.4,308.1,1729,31.7,204,0,0,0,0,0,0,10.700000000000044,0,0,1,0.20504992957982898,0,Medium
8604,H38017,H,297.3,308.0,1384,49.1,206,0,0,0,0,0,0,10.699999999999989,0,1,1,0.19364450447566361,0,Low
8605,L55784,L,297.4,308.2,1297,52.1,211,0,0,0,0,0,0,10.800000000000011,0,1,1,0.6025915268551018,1,High
8606,L55785,L,297.5,308.4,1633,33.3,213,0,0,0,0,0,0,10.899999999999975,0,0,1,0.44963663916041224,0,Medium
8607,M23466,M,297.5,308.4,1505,37.2,215,0,0,0,0,0,0,10.899999999999975,0,0,1,0.5021070020273677,1,High
8608,L55787,L,297.5,308.4,1433,50.0,218,0,0,0,0,0,0,10.899999999999975,0,1,1,0.7026193914802221,1,High
8609,L55788,L,297.4,308.4,1369,50.6,220,1,0,0,0,1,0,11.0,0,1,1,0.9699741091232015,1,Critical
8610,L55789,L,297.4,308.3,1475,40.5,222,1,1,0,0,0,0,10.900000000000034,0,0,1,0.8097261494612762,1,Critical
8611,L55790,L,297.4,308.3,1561,38.3,0,0,0,0,0,0,0,10.900000000000034,0,0,0,0.00026358670666586933,0,Low
8612,L55791,L,297.4,308.3,1472,45.5,2,0,0,0,0,0,0,10.900000000000034,0,0,0,0.01007665488490973,0,Low
8613,L55792,L,297.5,308.4,1441,44.5,4,0,0,0,0,0,0,10.899999999999975,0,0,0,0.003019145528973779,0,Low
8614,M23473,M,297.5,308.5,1401,50.5,6,0,0,0,0,0,0,11.0,0,1,0,0.032371863070247225,0,Low
8615,L55794,L,297.5,308.5,1691,33.1,9,0,0,0,0,0,0,11.0,0,0,0,0.0015710406995525386,0,Low
8616,L55795,L,297.6,308.6,1382,47.1,11,0,0,0,0,0,0,11.0,0,1,0,0.01525943933660782,0,Low
8617,L55796,L,297.6,308.6,1355,46.4,13,0,0,0,0,0,0,11.0,0,0,0,0.00531658524837673,0,Low
8618,L55797,L,297.6,308.6,1529,45.3,15,0,0,0,0,0,0,11.0,0,0,0,0.015112160979239352,0,Low
8619,L55798,L,297.7,308.7,1829,24.9,17,0,0,0,0,0,0,11.0,0,0,0,0.0008524691389608659,0,Low
8620,H38033,H,297.6,308.6,1480,39.8,19,0,0,0,0,0,0,11.0,0,0,0,0.0004624422338228317,0,Low
8621,L55800,L,297.6,308.5,1475,42.4,24,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0011104335535127164,0,Low
8622,M23481,M,297.6,308.5,1431,52.6,26,0,0,0,0,0,0,10.899999999999975,0,1,0,0.03222176535134027,0,Low
8623,L55802,L,297.5,308.3,1437,42.3,29,0,0,0,0,0,0,10.800000000000011,0,0,0,0.007349283629335687,0,Low
8624,M23483,M,297.5,308.3,1476,45.6,31,0,0,0,0,0,0,10.800000000000011,0,0,0,0.01008399671124533,0,Low
8625,H38038,H,297.5,308.4,1490,39.7,34,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0007757705918008378,0,Low
8626,L55805,L,297.4,308.3,1632,33.5,39,0,0,0,0,0,0,10.900000000000034,0,0,0,0.00026358670666586933,0,Low
8627,L55806,L,297.4,308.2,1402,49.7,41,0,0,0,0,0,0,10.800000000000011,0,1,0,0.026396167432924708,0,Low
8628,L55807,L,297.4,308.3,1347,45.8,43,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0023775034810829556,0,Low
8629,L55808,L,297.5,308.4,1747,31.0,45,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0015710406995525386,0,Low
8630,H38043,H,297.5,308.5,1557,39.1,47,0,0,0,0,0,0,11.0,0,0,0,0.0007757705918008378,0,Low
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0,11.0,0,1,0,0.04198002372564103,0,Low
8632,H38045,H,297.3,308.3,1506,37.0,54,0,0,0,0,0,0,11.0,0,0,0,0.0007757705918008378,0,Low
8633,L55812,L,297.3,308.3,1590,35.5,59,0,0,0,0,0,0,11.0,0,0,0,0.00026358670666586933,0,Low
8634,L55813,L,297.4,308.3,1336,53.7,61,0,0,0,0,0,0,10.900000000000034,0,1,0,0.022780912936458467,0,Low
8635,L55814,L,297.3,308.3,1411,43.2,63,0,0,0,0,0,0,11.0,0,0,0,0.004818830722078249,0,Low
8636,L55815,L,297.4,308.3,1704,27.3,65,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0010507983583490372,0,Low
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0010507983583490372,0,Low
8638,L55817,L,297.5,308.5,1459,39.7,69,0,0,0,0,0,0,11.0,0,0,0,0.001165701256448813,0,Low
8639,L55818,L,297.6,308.5,1572,35.9,71,0,0,0,0,0,0,10.899999999999975,0,0,0,0.00031885440960196604,0,Low
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0,10.899999999999975,0,1,0,0.03406035367322941,0,Low
8641,L55820,L,297.6,308.6,1383,47.5,75,0,0,0,0,0,0,11.0,0,1,0,0.020242090404680675,0,Low
8642,M23501,M,297.6,308.5,1360,48.6,77,0,0,0,0,0,0,10.899999999999975,0,1,0,0.007360231466557523,0,Low
8643,M23502,M,297.5,308.4,1596,36.6,80,0,0,0,0,0,0,10.899999999999975,0,0,0,0.0008845671908602465,0,Low
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,11.0,0,1,0,0.026022740062269564,0,Low
8645,M23504,M,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,10.899999999999975,0,0,0,0.00532465455082273,0,Low
8646,M23505,M,297.6,308.6,1492,35.5,88,0,0,0,0,0,0,11.0,0,0,0,0.0008845671908602465,0,Low
8647,L55826,L,297.5,308.6,1497,43.9,91,0,0,0,0,0,0,11.100000000000025,0,0,0,0.000667886330062458,0,Low
8648,L55827,L,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,11.0,0,0,0,0.00031885440960196604,0,Low
8649,M23508,M,297.4,308.4,1478,46.2,95,0,0,0,0,0,0,11.0,0,0,0,0.0026069587549160654,0,Low
8650,L55829,L,297.4,308.4,1328,61.8,98,0,0,0,0,0,0,11.0,0,1,0,0.377451542291009,0,Medium
8651,H38064,H,297.4,308.3,1771,27.4,100,0,0,0,0,0,0,10.900000000000034,0,0,0,0.0020365121734106113,0,Low
8652,M23511,M,297.4,308.4,1564,35.0,105,0,0,0,0,0,0,11.0,0,0,0,0.0008845671908602465,0,Low
8653,H38066,H,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,11.0,0,0,0,0.0016226174386476848,0,Low
8654,M23513,M,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,10.900000000000034,0,1,0,0.031953403499687554,0,Low
8655,M23514,M,297.4,308.4,1441,46.8,116,0,0,0,0,0,0,11.0,0,0,0,0.0035566813066159994,0,Low
8656,L55835,L,297.3,308.3,1268,60.6,119,0,0,0,0,0,0,11.0,0,1,0,0.11221845391675576,0,Low
8657,M23516,M,297.3,308.3,1697,27.4,121,0,0,0,0,0,0,11.0,0,0,0,0.0017286509176182348,0,Low
8658,L55837,L,297.4,308.4,1421,46.0,124,0,0,0,0,0,0,11.0,0,0,0,0.0036814270854751514,0,Low
8659,L55838,L,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,11.100000000000025,0,0,0,0.000667886330062458,0,Low
8660,L55839,L,297.5,308.5,1375,55.6,128,0,0,0,0,0,0,11.0,0,1,0,0.03220736185622347,0,Low
8661,L55840,L,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,11.100000000000025,0,1,0,0.027742225918201933,0,Low
8662,L55841,L,297.4,308.5,1643,33.8,132,0,0,0,0,0,0,11.100000000000025,0,0,0,0.000667886330062458,0,Low
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0,11.100000000000025,0,0,0,0.000667886330062458,0,Low
8664,L55843,L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,11.100000000000025,0,0,0,0.0021723100199188237,0,Low
8665,H38078,H,297.5,308.6,1355,58.9,138,0,0,0,0,0,0,11.100000000000025,0,1,0,0.04948662769035396,0,Low
8666,L55845,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0,11.099999999999966,0,1,0,0.015509923611669816,0,Low
8667,L55846,L,297.5,308.7,1407,42.5,145,0,0,0,0,0,0,11.199999999999989,0,0,0,0.006003982878624337,0,Low
8668,M23527,M,297.5,308.8,1455,46.1,147,0,0,0,0,0,0,11.300000000000011,0,0,0,0.006282689790394729,0,Low
8669,L55848,L,297.5,308.8,1502,45.9,150,0,0,0,0,0,0,11.300000000000011,0,0,0,0.0030966649132479307,0,Low
8670,M23529,M,297.5,308.8,1471,52.3,152,0,0,0,0,0,0,11.300000000000011,0,1,0,0.0053991798884620405,0,Low
8671,L55850,L,297.5,308.9,1581,30.4,155,0,0,0,0,0,0,11.399999999999975,0,0,0,0.001200850560826795,0,Low
8672,L55851,L,297.5,308.8,1530,37.8,157,0,0,0,0,0,0,11.300000000000011,0,0,0,0.001200850560826795,0,Low
8673,L55852,L,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,11.300000000000011,0,1,0,0.016404873800792932,0,Low
8674,L55853,L,297.4,308.6,1494,42.6,161,0,0,0,0,0,0,11.200000000000044,0,0,0,0.0010166919256213002,0,Low
8675,M23534,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0,11.200000000000044,0,0,1,0.03824352854099839,0,Low
8676,H38089,H,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,11.300000000000011,0,0,1,0.022291815162005416,0,Low
8677,M23536,M,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,11.199999999999989,0,0,1,0.007754013048976491,0,Low
8678,M23537,M,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,11.199999999999989,0,0,1,0.09737252742478289,0,Low
8679,L55858,L,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,11.199999999999989,0,0,1,0.008941920161257484,0,Low
8680,L55859,L,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,11.199999999999989,0,1,1,0.0701073238612927,0,Low
8681,L55860,L,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,11.300000000000011,0,0,1,0.0068145759856503025,0,Low
8682,L55861,L,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,11.199999999999989,0,0,1,0.009835489306913555,0,Low
8683,M23542,M,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,11.300000000000011,0,0,1,0.00697073653400641,0,Low
8684,L55863,L,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,11.300000000000011,0,1,1,0.006742903895522946,0,Low
8685,L55864,L,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,11.300000000000011,0,0,1,0.01228931525153138,0,Low
8686,H38099,H,297.2,308.5,1524,41.4,192,0,0,0,0,0,0,11.300000000000011,0,0,1,0.005926807437742404,0,Low
8687,M23546,M,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,11.300000000000011,0,0,1,0.01291392599835689,0,Low
8688,M23547,M,297.2,308.5,1604,34.9,200,0,0,0,0,0,0,11.300000000000011,0,0,1,0.016247259331690227,0,Low
8689,L55868,L,297.1,308.5,1483,46.9,203,0,0,0,0,0,0,11.399999999999975,0,1,1,0.10763137688429439,0,Low
8690,L55869,L,297.1,308.4,1543,39.6,205,0,0,0,0,0,0,11.299999999999956,0,0,1,0.496823721723279,0,Medium
8691,L55870,L,297.1,308.5,1323,44.4,207,1,1,0,0,0,0,11.399999999999975,0,0,1,0.9315839525157753,1,Critical
8692,L55871,L,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,11.399999999999975,0,0,0,0.0002986797182294691,0,Low
8693,L55872,L,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,11.299999999999956,0,0,0,0.0002986797182294691,0,Low
8694,M23553,M,297.2,308.5,1584,40.0,4,0,0,0,0,0,0,11.300000000000011,0,0,0,0.0007532277005360476,0,Low
8695,L55874,L,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,11.300000000000011,0,0,0,0.0008875621505244658,0,Low
8696,M23555,M,297.2,308.6,1498,44.4,9,0,0,0,0,0,0,11.400000000000034,0,0,0,0.002470399417707765,0,Low
8697,L55876,L,297.2,308.6,1413,49.8,12,0,0,0,0,0,0,11.400000000000034,0,1,0,0.020543548976970076,0,Low
8698,L55877,L,297.3,308.6,1505,33.5,14,0,0,0,0,0,0,11.300000000000011,0,0,0,0.0002986797182294691,0,Low
8699,H38112,H,297.3,308.7,1438,46.2,16,0,0,0,0,0,0,11.399999999999975,0,0,0,0.07618154128344788,0,Low
8700,M23559,M,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,11.399999999999975,0,0,0,0.0007532277005360476,0,Low
8701,M23560,M,297.3,308.7,1451,43.8,24,0,0,0,0,0,0,11.399999999999975,0,0,0,0.0029684210801081082,0,Low
8702,M23561,M,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,11.399999999999975,0,0,0,0.0008093849408088113,0,Low
8703,L55882,L,297.2,308.6,1774,23.0,30,0,0,0,0,0,0,11.400000000000034,0,0,0,0.0008875621505244658,0,Low
8704,M23563,M,297.2,308.6,1284,51.3,32,0,0,0,0,0,0,11.400000000000034,0,1,0,0.011439416253849243,0,Low
8705,L55884,L,297.1,308.5,1425,40.0,35,0,0,0,0,0,0,11.399999999999975,0,0,0,0.00813964966645629,0,Low
8706,L55885,L,297.2,308.6,1437,52.4,37,0,0,0,0,0,0,11.400000000000034,0,1,0,0.02315777236544518,0,Low
8707,L55886,L,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,11.400000000000034,0,1,0,0.024831172623821084,0,Low
8708,L55887,L,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,11.300000000000011,0,0,0,0.0011455265650763163,0,Low
8709,M23568,M,297.2,308.5,1364,54.0,43,0,0,0,0,0,0,11.300000000000011,0,1,0,0.01624553940682973,0,Low
8710,L55889,L,297.1,308.5,1578,35.6,46,0,0,0,0,0,0,11.399999999999975,0,0,0,0.0002986797182294691,0,Low
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,11.399999999999975,0,0,0,0.0012778508828333102,0,Low
8712,L55891,L,297.1,308.5,1733,28.7,50,0,0,0,0,0,0,11.399999999999975,0,0,0,0.00103062366697654,0,Low
8713,L55892,L,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,11.400000000000034,0,0,0,0.0002986797182294691,0,Low
